,Unnamed: 0,caption,commentsCount,dimensionsHeight,dimensionsWidth,hashtags/0,hashtags/1,hashtags/2,hashtags/3,hashtags/4,hashtags/5,likesCount,productType,timestamp,type,hashtags/6,hashtags/7,hashtags/8,hashtags/9,hashtags/10,day_of_week,season,popularity_index,hour_of_day,month_of_year
39,39,"Brooke + Jake by Georgia Munns - Our ideal date night could be anything from a trendy restaurant to riding our bikes barefoot to the local surfy. We both come from the restaurant industry—Jake is the chef, and I am the front-of-house. Now, I’m studying to be a nurse while Jake is still busy being a chef, making bug rolls and strolling a golf course.⁠
⁠
VENUE Ceremony – Yamba Lighthouse, @yambaweddings; Reception: Yamba Surf Life Saving Club, @yambaweddings PHOTOGRAPHER Georgia Munns, @georgiamunnsphoto VIDEOGRAPHER Sommar Films, @sommarfilms FLORIST The Borrowed Nursery, @theborrowednursery CELEBRANT Our friend, Seff ENTERTAINMENT Beverly Thrills, @beverlythri11s HIRE Rosie Pose, @rosiepose_eventhire CATERING By the Groom CAKE Whip Cakes, @whip.cakes STATIONERY & SIGNAGE By the Bride ENGAGEMENT RING By Baby, @_bybaby WEDDING BANDS Lucy Folk, @lucy_folk; Michael Hill, @michaelhillj BRIDAL DRESS Van Der Kooij, @van.der.kooij BRIDE’S SHOE Zara, @zara MAKEUP Hannah Bond, @hannahbondmakeup HAIR Emily Mander, @emilymanderhair; Zig Zag Hair BRIDE’S FRAGRANCE HISHER – Who Is Elijah, @whoiselijahparfum GROOM’S SHOE R. M. Williams, @rmwilliams BRIDESMAIDS DRESSES Silk Laundry – Paris Georgia, @paris__georgia; Turquoise Lane – STAUD, @staud.clothing⁠
⁠
#togetherjournal #wedding #weddingplanning #realwedding #bride #love #married #togetherwedding #groom #engaged #bride #weddinginspiration #weddingday #weddingideas #engaged #belovedstories #weddingphotographer #love #weddinginspo #weddingstyle #loveauthentic ⁠#microsweedding #weddingfashion",41,612,612,togetherjournal,wedding,weddingplanning,realwedding,bride,love,2369.0,carousel_container,2025-01-09 21:00:21,Sidecar,married,togetherwedding,groom,engaged,weddinginspiration,Thursday,Winter,1670.6,21,1
40,40,"Choose your favorite #veil ❤️ 1-9? Also you can tag a bride to be✨⁠
⁠
dresses and veils from @grace_loves_lace⁠
⁠",4,612,612,veil,wedding,wedding,wedding,wedding,wedding,2415.0,carousel_container,2025-01-06 14:22:53,Sidecar,,,,,,Monday,Winter,1691.7,14,1
41,41,"A beautiful idea for an entrance to the first dance, set to the timeless classic My Girl by The Temptations! 

Imagine starting your dance with an elegant, romantic walk, setting the tone for an unforgettable moment.

Stay tuned for tips and inspiration to make your first dance as unique as your love story! 

 @suknie_marta.art.mode 

#firstdancegoals #weddingdance #mygirl #danceinspiration #weddingmoments #weddingideas #firstdancetips #romanticdance #weddinginspo #couplegoals #weddingplanning #bridetobe #groomtobe",24,1920,1080,firstdancegoals,weddingdance,mygirl,danceinspiration,weddingmoments,weddingideas,492.0,clips,2025-01-10 13:12:16,Video,firstdancetips,romanticdance,weddinginspo,couplegoals,weddingplanning,Friday,Winter,351.6,13,1
42,42,"Such a beautiful love story idea  Tap if you like⁠
⁠
⁠
Photo by @michalmazurphoto⁠
⁠
⁠
⁠
#weddingideas #instawedding #weddinginspo #weddingplanning #weddings #brideandgroom #engaged #bridal #wedding #italy #italywedding #weddingvenue #weddingceremony #weddingreception #weddingday #weddinginspiration #weddingphotography #weddingphotographer #bridetobe #bridalgown #weddingdress #weddinggown #love #romantic #bride",4,612,612,weddingideas,instawedding,weddinginspo,weddingplanning,weddings,brideandgroom,683.0,carousel_container,2025-01-10 12:15:22,Sidecar,engaged,bridal,wedding,italy,italywedding,Friday,Winter,479.3,12,1
43,43,"Which dress captures your attention and draws you in? ⁠
⁠
⁠
⁠
Dresses from @eleganzasposa_⁠
⁠
#weddingdress #bride #bridestory #bridelook #bridedress #wedding #weddingday #dress #style #weddingdresses #weddingphotos #weddingphoto #weddingsession #bridaldress #bridetobe #dresses #weddingstyle #weddingideas #weddingdetails #weddinggown",11,612,612,weddingdress,bride,bridestory,bridelook,bridedress,wedding,1205.0,carousel_container,2025-01-07 18:21:15,Sidecar,weddingday,dress,style,weddingdresses,weddingphotos,Tuesday,Winter,846.8,18,1
44,44,"What's the number one thing you look for when you're searching for the perfect photographer/videographer? Is it price, style, location, personality, etc? If you've been looking for a photographer/videographer you've probably realized that it can be a little overwhelming at times and I'm here to help you in your search with my 5 best tips on finding the perfect duo! 

If you're a photographer you might mention that they should view their portfolio to see if they have the right style, or that cheaper prices can sometimes be a red flag]

1. View an entire wedding gallery/video done by them 
2. Don’t ever book a photographer/videographer without FaceTiming them first
3. Pay attention to their style and make sure they are exactly what you’re wanting
4. Sticking to your budget is important, but just remember you get what you pay for 
5. Ask them about their experience and what value they bring to the table 

I hope these little tips help you with your search. If you'd love to talk more about hiring us as your photo/video duo then fill out our inquiry page in our bio! We have a few available spots to FaceTime within the next week or two! We would love to send you some more information to see if we'd be a great fit! 
.
.
.
.
.
.
#weddingphotography #weddinginspo #dirtybootsandmessyhair #authenticlovemag #destinationweddingphotographergreece #destinationweddingphotography #destinationweddingphotographers #junebugweddings #weddingphotographer #photobugcommunity #weddingideas #bride #elopementlove #love",20,612,612,weddingphotography,weddinginspo,dirtybootsandmessyhair,authenticlovemag,destinationweddingphotographergreece,destinationweddingphotography,3.0,carousel_container,2025-01-08 17:39:35,Sidecar,destinationweddingphotographers,junebugweddings,weddingphotographer,photobugcommunity,weddingideas,Wednesday,Winter,8.1,17,1
45,45,"First look!❤️ Comment your favorite❤️

1: @emadjoe @risha.films @heba.abdelmonem1
2: @tone.films
3: @deddehhoward @kollbi
4: @foxgrovefilms
5: @wanderbloomfilms
6: @kyliegracefilms",42,612,612,wedding,wedding,wedding,wedding,wedding,wedding,5369.0,carousel_container,2025-01-05 17:26:06,Sidecar,,,,,,Sunday,Winter,3770.9,17,1
46,46,"#RealTalk 

Video: @anothabanga__ 
Social media : @mushmetoo
Event planners : @eliteweddingplanner.in 
Photography: @epicstories.in 

{ #InstaWedding #ViralWedding #WeddingSocialMedia #IndianWedding #WeddingSocialMedia #WeddingIdeas }",3,1280,720,RealTalk,InstaWedding,ViralWedding,WeddingSocialMedia,IndianWedding,WeddingIdeas,641.0,clips,2025-01-10 04:56:27,Video,,,,,,Friday,Winter,449.6,4,1
47,47,"  ℙ

     

Kak Novita & kak Nathan

Photo @telox_photo 
Mua @aynis.anis @aynis.anis.gallery 
Dekor @azidadecoration_demak 

 #weddingideas #weddingday #weddingdress #weddingphotography  #cinema  #cinematography #clip #weddingclip #wedding #demak #semarang #jepara #kudus #pati",60,612,612,weddingideas,weddingday,weddingdress,weddingphotography,cinema,cinematography,505.0,carousel_container,2025-01-10 02:08:59,Sidecar,clip,weddingclip,wedding,demak,semarang,Friday,Winter,371.5,2,1
48,48,"Love & Laughter Forever After ❤️

@mayuresh_bharade @prii_168 

@official_wedding_stuff @maharashtrian_wedding @maharashtrian_wedding_stories @wmgmarathibrides 

#candidphotographer #candidphoto #candidshots #weddingideas #weddingshoot #weddingphotography #marathiwedding #marathibride #maharashtrianwedding",1,612,612,candidphotographer,candidphoto,candidshots,weddingideas,weddingshoot,weddingphotography,817.0,carousel_container,2025-01-07 11:25:40,Sidecar,marathiwedding,marathibride,maharashtrianwedding,,,Tuesday,Winter,572.1999999999999,11,1
49,49,"What a way to start the year! Kathy and Nick’s enchanting wedding is featured in Washingtonian Weddings print edition this month! 

Can’t get enough of the dramatic draping and tree-filled ceremony to a shot-filled escort display and epic beats by DJ Phlipz, every detail made this celebration one for the books.

From the lush design to the vibrant energy, this wedding was the perfect mix of romance, fun, and epic intentionality. A true reflection of a one-of-a-kind love!

Thank you to @washingtonianweddings @washingtonianmag for the feature. 

Planning and Design @edwin.hernandez__ @idaroseevents
Photography @abbyjiu
Florals @sophiefelts
Greenhouse @plantsalive 
Caterer @rsvpcateringdc
Venue @nmwaspecialevents @womeninthearts
Content Creator @inthemomentcontentcreators
Pipe and Drape @voileandveil
Entertainment @djphlipz
Videographer @paperboysweddings 
Beauty @makeupbyshirin_ @mirna_olivares_mua
Lighting @showpowevents
Rentals @maisondecarine @smthingvintage @dcreventrentals @selecteventgroup
Escort Display @sweetgiftsva 
Photo Booth @photoshootfreshdc
Stationery @minted 

#modernwedding #luxurywedding #weddingideas #weddingdetails #weddinginspiration #eventdesign #luxuryeventplanner #weddinginspo #weddingphotography #2025bride #sayido #bridetobe #brides #destinationwedding #tablescapegoals #weddinginspo #plantlovers #plantwedding #museumwedding #NMWA #dcweddings #floraldesign #austinwedding #mexcianmartini #washingtonianweddings #featuredwedding #washingtonianmag",28,612,612,modernwedding,luxurywedding,weddingideas,weddingdetails,weddinginspiration,eventdesign,587.0,carousel_container,2025-01-07 16:12:01,Sidecar,luxuryeventplanner,weddinginspo,weddingphotography,2025bride,sayido,Tuesday,Winter,419.3,16,1
50,50,"Details darling ✨

Planning and design @lauren_blushandbowties 
Photos @515photoco 
Florist @foreverwildfield 
Rentals @simplybeautifuldecor 
Venue @elora_mill 
Cake @bakedbynature 

#elora #eloramillwedding #stylishwedding #wedding #weddingday #weddingphotography   #topweddingphotography #weddings #weddinginspiration #weddingideas #weddingphoto #weddingstyle #dreamwedding #weddingplanner #torontoweddingplanner #torontowedding #weddingplannertoronto #fineartwedding #weddingflowers #weddinginspo",9,1620,912,elora,eloramillwedding,stylishwedding,wedding,weddingday,weddingphotography,293.0,clips,2025-01-08 12:05:24,Video,topweddingphotography,weddings,weddinginspiration,weddingideas,weddingphoto,Wednesday,Winter,207.8,12,1
51,51,"Ethereal + modern ⁠
⁠
This one’s got it all: jaw-dropping wedding decor; a meant-to-be love story that starts on an airplane; even football  (yes, the groom is retired NFL player Jake Kumerow!).⁠
⁠
 Swipe to see the way that Jake and his bride Lauren filled their industrial venue with fringe, flowers, and flickering candles for an unforgettably unique + radiant Chicago celebration. The hanging installations. The mermaid gown. The all-white orchid bouquet! ⁠
⁠
We’re so in love with this wedding and with this couple. Check out their whole day at the link in our bio!⁠
⁠
photog: @wearethebowsers | venue: @fairliechicago | planning: @everlieco | florals: @ev.designcollective | wedding dress: @kyhastudios | makeup: @shannicat | hair: @eringrahamhair | groom’s attire: @theblacktux | catering: @entertaining_co | music: @rhettypants | lighting: @rmarkable_events | photo booth: @shutterboothchicago⁠ | DJ: @mattroan 
⁠
#chicagowedding #citywedding #weddingideas #weddinginspo⁠",41,612,612,chicagowedding,citywedding,weddingideas,weddinginspo⁠,wedding,wedding,2104.0,carousel_container,2025-01-07 09:48:15,Sidecar,,,,,,Tuesday,Winter,1485.1,9,1
52,52,"An assembly scene <  > 
.
.
.
.
#fineartcuration #fineartcalligraphy #weddinginspiration #weddingideas #weddingday #weddingplanner #weddinginspo #weddingphotography #bridetobe #weddingcalligraphy #weddingdetails #marthastewartweddings #weddingstyle #weddingvenue #weddingplanning #southernwedding #luxurypaper #weddingdetail #weddingceremony #weddingdecorations #paperlove #weddingphotographer #luxuryweddingplanner #filmphotography #store #weddingpapergoods #brickandmortar #fineartwedding #weddinginvitation #smallbusiness",18,612,612,fineartcuration,fineartcalligraphy,weddinginspiration,weddingideas,weddingday,weddingplanner,1124.0,carousel_container,2024-12-30 08:30:00,Sidecar,weddinginspo,weddingphotography,bridetobe,weddingcalligraphy,weddingdetails,Monday,Winter,792.1999999999999,8,12
53,53,"- S + Y -

Uri Arnson Wedding Photography

Makeup: @makeupbyloulerman 
Hair: @sarahshipper 
Gown: @haasbridal 
Dresses: @custom_by_zoe 
Dresser: @thewhitebow
Music: @aaronteitelbaum @cheskylevy_soundengineer 
Decor: @spnevents @creativestems 

#UriArnson #UriArnsonPhotography #weddingglamour #weddingphotography #instawedding #weddingday #newyorkwedding #weddingphotographer #wedding #brideandgroom #love #photooftheday #weddinggown #bride #weddingdecor #weddingplanning #weddingideas #weddingseason #newyork #weddingstyle #bridalstyle #bridalfashion #destinationwedding #fancywedding #nycwedding #weddingseason #weddinginspiration #weddinginspo",3,612,612,UriArnson,UriArnsonPhotography,weddingglamour,weddingphotography,instawedding,weddingday,393.0,carousel_container,2025-01-09 19:37:10,Sidecar,newyorkwedding,weddingphotographer,wedding,brideandgroom,love,Thursday,Winter,275.99999999999994,19,1
54,54,"A throwback to a vibrant, colorful celebration! ✨ May your journey together be as joyful and full of beautiful moments as your special day!
@faezeh_shwi @maziarkhansari 

@ramialaliofficial 
@amore.wedding 
@ramon_mua 
#wedding #weddingphotography #weddingphotographer #weddinginspiration #weddingday #weddingideas #weddingdress #weddingmakeup",65,612,612,wedding,weddingphotography,weddingphotographer,weddinginspiration,weddingday,weddingideas,5121.0,carousel_container,2025-01-07 12:43:46,Sidecar,weddingdress,weddingmakeup,,,,Tuesday,Winter,3604.2,12,1
55,55,"Style, beauty and elegance. Awesome shoot at the Chateau de Villette for @wed_vibes 

This shoot reminds me of the atmosphere of «Bridgerton», what do you think?

Editorial for @wed_vibes
Executive Production Team @wed_vibes
Venue @chateau_de_villette @theheritagecollection
Planner @anacoelhoduarte_weddings
Concept @thc_planning
Lead photographer @romanivanov_photo
Lead Videographer @kroshka_hope
BTS photo @slusarphoto
Content Creator @romanbelo
Florist @capucineatelierfloral
Rental @vaissellevintage
Dresses @tatyanakochnova_bridal
Dresses for guests @tatyanakochnova_bridal
Shirts @lucianoshirts
Jewelry @baunatdiamondjewellery
Stylist & Set Designer @evgeniadragun
MUAH main couple @alenanovikovav 
MUAH guests @mariefrauhammer_mua
Cake @remyascakestudio
Stationery @papier.handmade",56,612,612,wedding,wedding,wedding,wedding,wedding,wedding,2400.0,carousel_container,2025-01-05 09:21:10,Sidecar,,,,,,Sunday,Winter,1696.8,9,1
56,56,"Dreamy wedding moments  Comment your favorite ❤️
Via @theweddingbliss",9,612,612,wedding,wedding,wedding,wedding,wedding,wedding,2875.0,carousel_container,2025-01-08 14:11:26,Sidecar,,,,,,Wednesday,Winter,2015.2,14,1
57,57,"Want to embrace the “less is more” approach to wedding planning? With clean lines, neutral tones, and drapery decor, Modern Minimalist might just be for you 

#junebugweddings #weddingtheme #2025weddingtheme #2025weddingtrends #weddingtrends #weddingideas #modernwedding #minimalistwedding",12,1920,1080,junebugweddings,weddingtheme,2025weddingtheme,2025weddingtrends,weddingtrends,weddingideas,1290.0,clips,2025-01-06 10:00:00,Video,modernwedding,minimalistwedding,,,,Monday,Winter,906.6,10,1
58,58,"Absolute Cuties 
@anushaykhanbeautysalon 
@shahbanosaifullah 
@sheraanaagg 
@bismakayani 
.
.

.
.
#wedding #bride #love #weddingphotography #weddingdress #weddinginspiration #photography #fashion #makeup #bridetobe #bridal #weddingphotographer #weddings #groom #party #engagement #weddingideas #indianwedding #beautiful #birthday #flowers #Pakistan #Pakistaniwedding #islamabad #Lahore #Karachi",31,612,612,wedding,bride,love,weddingphotography,weddingdress,weddinginspiration,3.0,carousel_container,2025-01-10 10:02:46,Sidecar,photography,fashion,makeup,bridetobe,bridal,Friday,Winter,11.4,10,1
59,59,"“You are, and always have been, my dream.”—

Pragya + Vedant

#fotomanstudio #wedding #bride #weddingphotography #love #weddinginspiration #weddingday #weddingdress #photography #weddingplanner #prewedding #makeup #engagement #fashion #bridal #bridetobe #weddingphotographer #weddings #weddingideas #groom #party #weddingdecor #indianwedding",10,612,612,fotomanstudio,wedding,bride,weddingphotography,love,weddinginspiration,820.0,carousel_container,2025-01-10 09:41:39,Sidecar,weddingday,weddingdress,photography,weddingplanner,prewedding,Friday,Winter,577.0,9,1
60,60,"Meticulous attention to every little thing <  > 
.
.
.
.
#fineartcuration #fineartcalligraphy #weddinginspiration #weddingideas #weddingday #weddingplanner #weddinginspo #weddingphotography #bridetobe #weddingcalligraphy #weddingdetails #marthastewartweddings #weddingstyle #weddingvenue #weddingplanning #southernwedding #luxurypaper #weddingdetail #weddingceremony #weddingdecorations #paperlove #weddingphotographer #luxuryweddingplanner #filmphotography #store #weddingpapergoods #brickandmortar #fineartwedding #weddinginvitation #smallbusiness",13,612,612,fineartcuration,fineartcalligraphy,weddinginspiration,weddingideas,weddingday,weddingplanner,3.0,carousel_container,2025-01-07 08:30:00,Sidecar,weddinginspo,weddingphotography,bridetobe,weddingcalligraphy,weddingdetails,Tuesday,Winter,6.0,8,1
